series_id,reading_id,wavelength_nm,value
pr655,repeat_06,680,0.038809999800000002
pr655,repeat_06,684,0.039220001499999997
pr655,repeat_06,688,0.033759999999999998
pr655,repeat_06,692,0.030530000099999999
pr655,repeat_06,696,0.0294199996
pr655,repeat_06,700,0.026660000900000001
pr655,repeat_06,704,0.023600000900000001
pr655,repeat_06,708,0.021730000199999999
pr655,repeat_06,712,0.0207800008
pr655,repeat_06,716,0.019780000700000001
pr655,repeat_06,720,0.0190699995
pr655,repeat_06,724,0.018370000599999999
pr655,repeat_06,728,0.017149999700000002
pr655,repeat_06,732,0.016259999899999999
pr655,repeat_06,736,0.0158699993
pr655,repeat_06,740,0.0157900006
pr655,repeat_06,744,0.0154299997
pr655,repeat_06,748,0.016179999300000001
pr655,repeat_06,752,0.0179500002
pr655,repeat_06,756,0.021069999799999999
pr655,repeat_06,760,0.0201500002
pr655,repeat_06,764,0.0186000001
pr655,repeat_06,768,0.0189800002
pr655,repeat_06,772,0.0183199998
pr655,repeat_06,776,0.0165100005
pr655,repeat_06,780,0.014600000300000001
pr655,repeat_07,380,0.00028420000999999998
pr655,repeat_07,384,0.00026030000300000003
pr655,repeat_07,388,0.00027590000500000002
pr655,repeat_07,392,0.00036959999100000002
pr655,repeat_07,396,0.00048650000799999998
pr655,repeat_07,400,0.0013020000199999999
pr655,repeat_07,404,0.0034129999100000002
pr655,repeat_07,408,0.0068560000499999999
pr655,repeat_07,412,0.0120200003
pr655,repeat_07,416,0.016950000100000001
pr655,repeat_07,420,0.021069999799999999
pr655,repeat_07,424,0.024550000200000002
pr655,repeat_07,428,0.0255999994
pr655,repeat_07,432,0.027470000099999999
pr655,repeat_07,436,0.030079999900000001
pr655,repeat_07,440,0.028689999099999999
pr655,repeat_07,444,0.027920000300000001
pr655,repeat_07,448,0.027790000700000001
pr655,repeat_07,452,0.028750000500000001
pr655,repeat_07,456,0.031109999900000001
pr655,repeat_07,460,0.033380001800000003
pr655,repeat_07,464,0.0339399986
pr655,repeat_07,468,0.033580001399999997
pr655,repeat_07,472,0.033289998799999998
pr655,repeat_07,476,0.032760001699999999
pr655,repeat_07,480,0.032260000699999999
pr655,repeat_07,484,0.031750001
pr655,repeat_07,488,0.032880000800000003
pr655,repeat_07,492,0.0339099988
pr655,repeat_07,496,0.034609999500000002
pr655,repeat_07,500,0.035920001600000001
pr655,repeat_07,504,0.038440000299999999
pr655,repeat_07,508,0.0373900011
pr655,repeat_07,512,0.035900000500000001
pr655,repeat_07,516,0.036079999100000003
pr655,repeat_07,520,0.035879999400000001
pr655,repeat_07,524,0.035709999499999999
pr655,repeat_07,528,0.039239998900000003
pr655,repeat_07,532,0.054030001199999997
pr655,repeat_07,536,0.076099999200000004
pr655,repeat_07,540,0.074660003200000005
pr655,repeat_07,544,0.061670001600000003
pr655,repeat_07,548,0.050239998799999998
pr655,repeat_07,552,0.040970001399999997
pr655,repeat_07,556,0.040419999499999998
pr655,repeat_07,560,0.042840000199999999
pr655,repeat_07,564,0.047919999800000002
pr655,repeat_07,568,0.052400000400000001
pr655,repeat_07,572,0.048849999900000003
pr655,repeat_07,576,0.047329999499999997
pr655,repeat_07,580,0.047309998399999997
pr655,repeat_07,584,0.051440000499999999
pr655,repeat_07,588,0.058550000200000001
pr655,repeat_07,592,0.0747999996
pr655,repeat_07,596,0.081469997799999999
pr655,repeat_07,600,0.072930000699999997
pr655,repeat_07,604,0.064280003299999999
pr655,repeat_07,608,0.064369998900000003
pr655,repeat_07,612,0.066529996699999996
pr655,repeat_07,616,0.061670001600000003
pr655,repeat_07,620,0.055029999500000003
pr655,repeat_07,624,0.053479999299999997
pr655,repeat_07,628,0.0536300018
pr655,repeat_07,632,0.051550000899999997
pr655,repeat_07,636,0.050919998399999999
pr655,repeat_07,640,0.0504599996
